sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.26,63.81999999999999,101,7.89
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.86,139.82,184,9.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.49,44.69,111,11.97
Penguin Group (USA) LLC,big five,non_fiction,4.53,45.13,90,16.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.14,78.71,66,16.52
DC Comics,small/medium,adult_fiction,4.46,70.56,141,7.8
Random House LLC,big five,non_fiction,3.98,94,119,15.3
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.87,54.85,95,15.07
"Amazon Digital Services,  Inc.",indie,non_fiction,4.15,57.31,138,12.23
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.11,93.85,155,7.49
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,68.83,100,13.07
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.5,95.1,183,10.54
Hachette Book Group,big five,non_fiction,4.66,50.23,106,13.53
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.8,44.87,98,14.56
Macmillan,big five,adult_fiction,3.77,62.08,140,10.29
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.55,91.86,161,7.73
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.28,103.23,189,7.56
"Amazon Digital Services,  Inc.",indie,adult_fiction,0,68.63,0,9.92
HarperCollins Publishers,big five,non_fiction,3.87,87.09,83,15.98
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.53,77.6,105,13.3
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.25,130.72,195,9.96
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.36,108.9,179,7.82
"Amazon Digital Services,  Inc.",single author,non_fiction,4.62,51.58,83,15.51
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.61,79.67,95,13.81
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.96,88.16,171,8.48
HarperCollins Publishers,big five,non_fiction,4.54,50.52,133,13.64
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.83,123.24,213,9.98
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.5,110.16,131,8.33
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.77,111.94,123,8.24
Penguin Group (USA) LLC,big five,adult_fiction,3.48,144.36,127,10.44
Random House LLC,big five,YA_fiction,4.32,107.08,191,10.38
Simon and Schuster Digital Sales Inc,big five,adult_fiction,3.5,73.78,119,9.05
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,70.73,88,14.78
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.38,97.05,163,10.33
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.92,100.02,119,5.24
Idea & Design Works,small/medium,non_fiction,4.75,67.35,103,15.31
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.31,114.01,157,10.1
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,115.98,199,5.63
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.39,55.75,53,12.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,84.67,129,9.04
Macmillan,big five,YA_fiction,4.8,135.49,172,6.95
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.7,107.27,135,8.31
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.17,119.47,149,10.63
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.66,31.33,184,10.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.17,115.9,194,7.47
"Amazon Digital Services,  Inc.",single author,non_fiction,4.62,87.66,113,13.4
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.44,96.64,141,5.29
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.46,120.37,146,7.3
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.64,62.14,116,9.72
Idea & Design Works,small/medium,non_fiction,4.41,88.72,140,13.3
"Amazon Digital Services,  Inc.",indie,non_fiction,4.75,66.08,93,14.87
Penguin Group (USA) LLC,big five,non_fiction,3,40.43,90,13.55
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.33,74.81,121,8.13
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.02,90.73,146,10.64
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.16,49.86,109,4.1
"Amazon Digital Services,  Inc.",indie,non_fiction,4.79,48.08,98,15.88
HarperCollins Publishing,big five,non_fiction,3.14,60.73,108,17.41
Penguin Group (USA) LLC,big five,adult_fiction,3.99,63.58,99,7.66
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.59,89.83,135,6.85
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.7,73.25,109,14.05
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.84,116.59,153,7.7
Random House LLC,big five,adult_fiction,4.9,73,130,9.64
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.34,72.81,141,14.95
Random House LLC,big five,non_fiction,4.98,69.07,113,12.84
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.48,92.92,129,7.18
Random House LLC,big five,YA_fiction,4.52,83.7,180,9.61
Macmillan,big five,YA_fiction,4.82,106.8,196,6.61
Random House LLC,big five,adult_fiction,4.09,66.57,112,6.19
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.12,65.64,175,8.85
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.96,94.63,170,6.92
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.56,84.37,103,8.24
HarperCollins Publishers,big five,YA_fiction,4.01,139.33,188,8.71
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.33,59.91,123,10.38
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.36,74.88,145,8.47
Penguin Group (USA) LLC,big five,YA_fiction,3.98,129.52,200,8.09
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.38,109.61,166,10.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.4,51.33,95,16.16
HarperCollins Publishing,big five,YA_fiction,4.95,142.4,193,10.39
Random House LLC,big five,non_fiction,4.35,53.8,89,14.18
Random House LLC,big five,YA_fiction,4.2,139.17,170,7.01
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.35,76.33,164,9.19
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.47,73.51,110,8.82
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.16,137.64,171,8.31
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.66,102.96,105,5.96
Random House LLC,big five,YA_fiction,4.89,116.69,196,8.44
Macmillan,big five,non_fiction,4.1,74.71,111,15
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.24,102.37,114,4.34
"Amazon Digital Services,  Inc.",indie,YA_fiction,3,110.4,172,8.07
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.13,102.89,199,9.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.67,67.09,102,12.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.59,124.91,144,3.3
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.17,74.33,99,6.22
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.75,112.49,132,7.91
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.43,53.7,103,6.76
"Amazon Digital Services,  Inc.",single author,non_fiction,4.07,73.09,86,15.78
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.51,83.05,146,7.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.73,30.15,67,18.11
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.78,84.73,109,13.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.69,46.46,77,14.92
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.78,84.76,157,7.9
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.35,89.82,190,9.03
"Amazon Digital Services,  Inc.",indie,non_fiction,4.54,78.24,73,17.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.41,56.16,111,13.19
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.52,134.09,157,7.2
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.96,107.55,192,7.98
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.18,66.16,113,7.24
Random House LLC,big five,adult_fiction,4.2,96.83,122,7.87
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.61,139.55,193,7.48
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.5,132.07,178,8.18
Penguin Group (USA) LLC,big five,non_fiction,4.09,30.47,105,12.83
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.98,131.4,142,7.19
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.24,92.32,172,7.88
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.53,60.41,117,6.75
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.16,127.69999999999999,188,7.82
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,2.97,77.15,170,7.16
"Amazon Digital Services,  Inc.",indie,non_fiction,4.25,73.21,90,16.74
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.09,125.96,185,9.43
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.28,65.18,107,7.11
Random House LLC,big five,adult_fiction,4.56,60.67,98,9.36
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.29,111.48,179,9.1
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.33,133.92,187,8.72
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.69,89.23,156,7.84
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.46,81.77,139,8.59
DC Comics,small/medium,YA_fiction,4.8,106.15,155,6.24
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.59,92.83,113,8.03
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.67,96.14,175,9.37
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.67,103.78,115,5.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,104.03,139,11.65
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.19,105.31,198,6.7
Macmillan,big five,non_fiction,4.68,55.3,92,14.22
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.05,84.92,128,16.18
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.41,117,166,9.7
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.52,2.91,108,14.56
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.66,161.41,187,6.38
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.8,52.52,101,10.56
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.95,81.09,105,8.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.25,59.4,117,11.99
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.61,54.38,101,5.79
"Amazon Digital Services,  Inc.",single author,non_fiction,2.48,83.19,105,13.79
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,166.39,173,7.42
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,97.35,154,7.32
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.69,91.36,107,5.22
Random House LLC,big five,adult_fiction,4.46,91.82,148,6.56
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.44,98.27,122,7.75
Macmillan,big five,adult_fiction,4.55,76.46,104,10.43
Random House LLC,big five,YA_fiction,3.71,76.24,198,9.03
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.12,102.3,162,7.77
"Amazon Digital Services,  Inc.",indie,non_fiction,4.3,41.11,111,15.81
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.44,98.34,131,8.56
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.22,99.62,143,7.53
Random House LLC,big five,non_fiction,4.5,66.09,92,13.74
Penguin Group (USA) LLC,big five,non_fiction,4.5,46.36,113,15.6
"Amazon Digital Services,  Inc.",indie,non_fiction,4.75,75.48,73,15.93
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.46,58.66,83,17.83
HarperCollins Publishers,big five,YA_fiction,4.35,112.2,157,9.99
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.66,67.81,100,13.19
"Amazon Digital Services,  Inc.",single author,non_fiction,4.47,62.54,106,15.12
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.14,63.18,123,4.75
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.98,115.83,174,6.66
"Amazon Digital Services,  Inc.",indie,non_fiction,3.81,49.5,84,14.78
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.01,119.92,201,6.59
"Amazon Digital Services,  Inc.",indie,non_fiction,3.77,66.98,105,10.29
Penguin Group (USA) LLC,big five,adult_fiction,4.14,88.77,142,8.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.31,111.56,144,9.63
"Amazon Digital Services,  Inc.",single author,non_fiction,4.55,58.07,87,14.09
"Amazon Digital Services,  Inc.",indie,non_fiction,4.71,55.88,84,13.07
"Amazon Digital Services,  Inc.",indie,adult_fiction,2.48,99.15,139,8.98
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,52.17,69,12.27
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.83,71.59,164,5.11
HarperCollins Publishers,big five,YA_fiction,4.98,120.91,174,8.34
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.9,135.36,186,8.03
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.63,67.31,114,9.44
Random House LLC,big five,YA_fiction,4.13,105.37,192,6.72
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.2,74.88,123,10.22
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.54,90.89,132,9.25
"Amazon Digital Services,  Inc.",indie,non_fiction,4.6,80.47,147,16.13
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.08,95.94,171,4.68
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.98,57.27,131,11.19
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.55,97.06,153,9.15
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.48,107.69,154,7.74
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,55.37,95,15.48
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.85,120.47,171,9.73
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.58,166.3,170,4.88
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.8,84.17,152,7.28
Random House LLC,big five,YA_fiction,2.75,92.36,176,8.93
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.98,103.25,114,7.16
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.81,87.94,160,7.18
"Amazon Digital Services,  Inc.",single author,non_fiction,4.33,67.34,106,16.18
"Amazon Digital Services,  Inc.",indie,non_fiction,4.66,63.12,91,17.05
"Amazon Digital Services,  Inc.",indie,non_fiction,4.58,89.18,113,10.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,67.52,111,12.64
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.5,101.52,120,8.08
Macmillan,big five,adult_fiction,4.89,84.17,141,8.55
Hachette Book Group,big five,non_fiction,3.5,35.55,118,15.64
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.58,77.81,147,5.67
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.6,115.88,185,6.64
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.49,98.4,136,4.54
Random House LLC,big five,adult_fiction,4.22,96.41,127,7.86
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.88,97.19,165,5.18
Random House LLC,big five,adult_fiction,4.84,60.2,101,6.13
Random House LLC,big five,YA_fiction,4.51,89.78,157,9.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.56,66.91,102,14
"Amazon Digital Services,  Inc.",indie,non_fiction,4.77,77.91,77,14.71
HarperCollins Publishers,big five,adult_fiction,4.77,45.68,107,9.16
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,134.32,172,6.62
"Amazon Digital Services,  Inc.",indie,non_fiction,4.19,68.81,96,13.89
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.13,102.43,183,6.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.77,34.42,90,13.82
Penguin Group (USA) LLC,big five,non_fiction,4.33,75.99,119,12.73
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.13,79.39,160,6.05
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.68,66.14,82,16.45
"Amazon Digital Services,  Inc.",indie,non_fiction,3.87,48.59,140,14.18
Hachette Book Group,big five,adult_fiction,3.5,74.14,114,9.97
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.89,46.51,72,15.41
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.24,102.82,150,9.97
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.86,99.4,144,8.14
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.27,79.72,172,9.68
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.83,112.66,139,7.22
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,73.06,113,13.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.44,70.71,99,14.2
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.23,162.2,184,5.02
Penguin Group (USA) LLC,big five,non_fiction,4.41,52.29,85,16.5
HarperCollins Publishers,big five,YA_fiction,4.49,113.14,170,4.96
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.94,98.82,161,6.5
Macmillan,big five,YA_fiction,4.27,110.1,206,8.71
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.33,103.89,114,6.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.44,65.05,75,15.44
"Amazon Digital Services,  Inc.",single author,non_fiction,3.96,56.11,92,17.05
Penguin Group (USA) LLC,big five,adult_fiction,4.21,91.16,129,6.01
DC Comics,small/medium,non_fiction,4.36,43.28,113,14.95
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.84,95.79,168,7.69
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,69.62,81,14.81
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.21,63.06,171,9.83
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.72,103.7,152,6.84
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.56,48.29,110,6.3
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.4,68.61,95,7.27
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.59,74.26,108,7.67
HarperCollins Publishers,big five,non_fiction,4.55,63.519999999999996,92,17.28
Macmillan,big five,non_fiction,4.92,40.2,111,18.04
"Amazon Digital Services,  Inc.",indie,non_fiction,4.67,83.47,106,15.96
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.06,93.27,121,8.56
HarperCollins Publishers,big five,adult_fiction,3.89,111.32,115,5.53
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,81.38,151,13.67
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,58.11,161,16.37
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.72,119.34,149,9.07
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.53,64.3,110,9.18
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.98,114.33,199,6.02
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.18,132.84,142,7.67
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.66,94.36,134,8.77
Random House LLC,big five,adult_fiction,3.93,82.66,148,5.22
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,60.26,59,13.7
"Amazon Digital Services,  Inc.",indie,non_fiction,4.43,63.53999999999999,74,13.38
Macmillan,big five,YA_fiction,3.98,125.82,147,4.65
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.08,104.44,190,9.8
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.18,111.23,174,9.43
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,59.38,109,9.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.81,52.67,103,13.79
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,86.6,76,17.84
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.34,150.83,176,8.27
HarperCollins Christian Publishing,big five,non_fiction,4.61,53.27,99,19.03
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,75.74,163,17.72
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.58,88.96,153,10.43
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,109.95,116,9.21
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.53,150.34,179,7.18
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.45,56.01,107,13.36
